BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp
1,7,7,2,1,7,10,10,40,Michael,Maye,1,7,7,70,0,0,0,0,0,0,0,40,77,0,40,49,2209,31,2209,0,0,55,2,161,0,65,0,0,40,75,50,1,1,40,2,2,77,10,60,0,50,79,79,0,0,20,50,50,0,79,0,0,0,1,0,0,5,0,0,61,1,0,0,2,2,1,40,84,60,0,50,50,0,0,0,1,40,0,0,30,86,73,73,0,0,82,80,3,0,30,3,8,67,30,16,19,40,19,19,75,19,157,50,19,57,19,19,0,50,30,40,50,67,50,67,67,82,0,0,0,0,0
8,8,8,2,8,8,10,10,40,Myles,Sims,1,8,8,90,0,0,0,0,0,0,0,30,96,0,77,2352,2210,31,2210,0,0,81,2,219,0,68,0,0,61,44,70,0,0,67,2,2,96,0,81,1,70,50,60,0,0,21,65,65,0,60,0,0,0,0,0,6,5,0,0,16,2,0,0,2,2,1,40,78,84,0,49,66,0,0,0,0,30,0,6,61,71,77,77,0,0,54,45,4,0,60,2,16,81,85,3,2,61,2,2,75,2,21,67,2,80,2,2,0,64,85,84,70,81,67,81,82,44,0,1,0,0,0
6,6,6,0,6,6,10,10,41,Kaleb,Edwards,1,6,6,90,0,0,0,0,1,0,0,20,89,0,74,2318,2211,31,2211,0,0,82,0,171,0,44,0,1,60,48,68,0,0,65,1,1,89,30,85,1,70,50,50,0,0,17,50,50,0,50,0,0,0,0,0,0,5,0,0,22,2,0,0,1,1,1,40,85,71,0,54,50,0,0,0,0,20,0,0,58,70,74,74,0,0,71,47,5,0,50,1,16,81,83,6,5,60,5,5,72,5,40,66,5,85,5,5,0,50,82,83,66,77,66,77,77,47,0,1,0,0,0
7,7,7,1,7,7,10,10,40,Kalani,Norris,1,7,7,92,0,0,0,0,0,0,0,30,92,0,50,2078,2212,31,2212,0,0,88,2,241,0,94,0,1,65,36,50,0,0,70,2,2,92,14,86,1,50,60,70,0,0,17,50,62,0,70,0,0,0,0,0,0,5,0,0,5,1,0,0,1,1,2,40,82,74,0,56,62,0,0,0,0,30,0,0,70,60,76,76,0,0,50,30,2,0,75,3,3,89,50,7,0,65,0,0,72,0,2,50,0,89,0,0,0,62,50,50,50,82,50,82,82,30,0,1,0,0,0
1,7,7,3,1,7,10,10,40,William,Lay III,1,7,7,70,0,0,0,0,0,0,0,40,75,0,30,10000,2213,31,2213,0,0,56,2,106,0,60,0,0,40,86,50,1,1,40,2,2,75,13,59,0,50,76,78,0,0,20,50,50,0,78,2,0,0,1,0,6,5,0,0,79,1,0,0,2,2,1,40,78,65,0,50,50,0,0,0,1,40,0,0,30,85,73,73,0,0,91,86,3,0,30,5,7,62,30,16,19,40,19,19,74,19,153,50,19,50,19,19,0,50,30,30,50,65,50,65,65,85,0,0,0,0,0
1,7,7,1,1,7,10,10,40,Nick,Pendley,1,7,7,70,0,0,0,0,0,0,0,40,79,0,40,2329,2214,31,2214,0,0,51,2,22,0,79,0,0,40,87,50,1,1,40,2,2,79,7,60,0,50,80,84,0,0,20,50,50,0,84,2,0,0,1,0,0,5,0,0,64,0,0,0,2,2,1,40,80,50,0,51,50,0,0,0,1,40,0,0,30,85,78,78,14,14,89,80,4,0,30,5,9,59,30,16,18,40,18,18,76,18,150,50,18,59,18,18,0,50,30,30,50,69,50,69,50,89,0,0,0,0,0
7,7,7,0,6,7,10,10,40,Billy,Ward,1,7,7,85,0,0,0,0,0,0,0,40,81,0,60,2333,2215,31,2215,0,0,73,2,18,0,31,0,1,70,39,50,1,1,75,2,2,81,10,84,0,50,67,68,0,0,17,70,70,0,68,0,0,0,0,0,0,5,0,0,85,2,0,0,1,1,1,40,84,70,0,70,71,0,0,0,0,40,0,0,65,75,70,70,11,11,52,38,4,0,70,3,4,70,40,10,12,70,12,12,76,12,97,55,12,65,12,12,0,61,35,40,55,65,50,65,71,43,0,0,0,0,0
7,7,7,3,7,7,10,10,40,Kyric,McGowan,1,7,7,92,0,0,0,0,0,0,0,40,91,0,40,2328,2216,31,2216,0,0,86,2,242,0,36,0,0,70,43,50,0,0,76,1,1,91,0,79,0,50,47,53,0,0,17,61,71,0,53,0,0,0,0,0,0,5,0,0,2,1,0,0,1,1,2,41,74,77,0,69,71,0,0,0,0,40,0,0,76,65,79,79,11,11,48,52,6,3,69,1,3,87,40,0,4,70,4,4,71,4,38,50,4,85,4,4,0,71,40,40,50,81,50,81,81,52,0,1,0,0,0
7,7,7,1,7,7,10,10,53,Jahmyr,Gibbs,1,7,7,93,0,0,0,0,0,0,0,39,93,0,36,2328,2217,31,2217,0,0,85,0,123,0,45,0,1,64,49,50,0,0,64,1,1,93,10,89,1,50,55,45,0,0,17,78,80,0,56,0,0,0,0,0,0,5,0,0,1,1,0,0,1,1,2,55,84,77,0,86,84,0,0,0,0,40,0,0,64,70,86,86,14,14,47,58,3,3,59,2,1,95,40,4,5,64,5,5,71,5,40,50,5,86,5,5,0,86,43,40,50,86,50,86,86,58,0,1,0,0,0
3,7,7,1,1,7,10,10,40,Jordan,Williams,1,7,7,70,0,0,0,0,0,0,0,30,80,0,40,2377,2218,31,2218,0,0,54,0,176,0,32,0,0,40,78,50,1,1,40,2,2,80,0,58,0,50,82,82,0,0,20,50,50,0,82,0,0,0,1,0,0,5,0,0,54,1,0,0,1,1,1,40,78,60,0,50,50,0,0,0,1,30,0,0,30,85,78,78,0,0,84,82,5,0,30,5,9,59,30,16,20,40,20,20,78,20,173,50,20,55,20,20,0,50,30,40,50,70,50,70,70,84,0,0,0,0,0
1,9,9,3,9,9,10,10,40,Devin,Cochran,1,9,9,70,0,0,0,0,0,0,0,30,73,0,40,2333,2219,31,2219,0,0,53,2,117,0,46,0,0,40,77,50,1,1,40,2,2,73,0,60,0,50,80,84,0,0,20,50,50,0,84,0,0,0,1,0,12,5,0,0,77,0,0,0,2,2,1,40,80,60,0,50,50,0,0,0,1,30,0,12,30,90,78,78,0,0,81,71,5,0,30,5,5,58,30,16,19,40,19,19,79,19,154,50,19,53,19,19,0,50,30,40,50,73,50,73,63,69,0,0,0,0,0
5,5,5,0,5,5,10,10,40,Avery,Boyd,1,5,5,93,0,0,0,0,0,0,0,40,88,0,73,2228,2220,31,2220,0,0,82,2,171,0,67,0,1,68,46,54,0,0,70,1,1,88,16,84,1,60,50,55,0,0,21,64,68,0,55,0,0,0,0,0,0,5,0,0,9,0,0,0,1,1,1,40,84,78,0,60,68,0,0,0,0,40,0,0,70,66,72,72,0,0,42,47,3,0,70,1,3,68,59,7,6,68,6,6,74,6,52,55,6,80,6,6,0,60,54,54,53,78,51,78,78,46,0,0,0,0,0
5,5,5,2,5,5,10,10,40,Ayinde,Eley,1,5,5,78,0,0,0,0,0,0,0,40,87,0,76,4881,2221,31,2221,0,0,76,2,150,0,17,0,1,67,44,76,0,0,67,1,1,87,10,86,1,77,49,59,0,0,17,67,67,0,59,0,0,0,0,0,0,5,0,0,10,0,0,0,1,1,1,40,82,79,0,57,77,0,0,0,0,40,0,0,67,74,77,77,13,13,48,47,4,0,68,5,14,78,69,9,9,67,9,9,75,9,72,73,9,89,9,9,0,67,67,69,77,77,73,77,77,44,0,0,0,0,0
3,7,7,0,1,7,10,10,30,Zeek,Biggers,1,7,7,70,0,0,0,1,1,0,0,30,82,0,74,8274,2222,31,2222,0,0,50,0,224,0,21,0,1,40,43,74,1,1,40,1,1,82,24,81,1,63,50,50,0,0,17,49,50,0,50,0,0,0,0,0,4,5,0,0,88,0,0,0,1,1,1,30,93,64,0,50,50,0,0,0,0,30,0,4,30,84,73,73,0,0,45,45,3,3,30,2,12,55,30,16,20,40,20,20,78,20,203,84,20,77,20,20,0,50,31,40,73,70,84,70,70,45,0,0,0,0,0
5,5,5,3,6,5,10,10,40,Antonneous,Clayton,1,5,5,70,0,0,0,0,0,0,0,30,91,0,75,2353,2223,31,2223,0,0,76,2,234,0,41,0,0,40,34,74,1,1,40,1,1,91,10,77,0,54,50,50,0,0,17,50,50,0,50,0,0,0,0,0,0,5,45,0,9,0,0,0,1,1,1,40,90,86,0,50,50,0,0,0,0,30,0,0,30,86,75,75,14,14,46,33,3,0,30,5,10,68,30,13,12,40,12,12,75,12,96,86,12,50,12,12,0,50,30,40,70,76,86,76,50,40,0,1,0,0,0
5,5,5,2,5,5,10,10,40,Jordan,Domineck,1,5,5,70,0,0,0,0,0,0,0,40,83,0,85,2206,2224,31,2224,0,0,79,2,242,0,46,0,1,53,39,85,0,0,59,2,2,83,10,75,1,80,50,50,0,0,20,50,50,0,50,0,0,0,0,0,0,5,0,0,42,0,0,0,1,1,1,40,76,68,0,50,50,0,0,0,0,40,0,6,50,76,85,85,14,14,47,40,2,0,50,1,11,80,60,7,9,54,9,9,75,9,75,76,9,55,9,9,0,50,60,67,76,73,76,73,73,36,0,0,0,0,0
4,4,4,2,4,4,10,10,40,Ja'Quon,Griffin,1,4,4,70,0,0,0,0,0,0,0,40,84,0,79,2363,2225,31,2225,0,0,64,2,245,0,34,0,0,50,42,79,1,1,50,2,2,84,2,76,0,65,50,50,0,0,17,50,50,0,50,0,0,0,0,0,0,5,0,0,95,0,0,0,1,1,2,40,87,63,0,50,50,0,0,0,0,40,0,0,50,85,79,79,14,14,40,48,4,0,50,1,12,65,59,14,12,50,12,12,72,12,98,83,12,64,12,12,0,50,59,56,74,74,83,74,74,44,0,0,0,0,0
7,7,7,0,7,7,10,10,52,Ryan,King,1,7,7,92,0,0,0,0,0,0,0,40,92,0,50,2318,2226,31,2226,0,0,84,2,150,0,52,0,0,66,40,50,0,0,68,2,2,92,2,83,1,50,49,59,0,0,21,64,68,0,59,2,0,0,0,0,0,5,0,0,14,1,0,0,1,1,1,54,84,87,0,64,64,0,0,0,0,40,0,0,68,65,74,74,11,11,39,39,5,0,70,1,3,92,50,4,7,66,7,7,75,7,57,50,7,79,7,7,0,65,50,50,50,82,50,82,68,39,0,0,0,0,0
6,6,6,0,6,6,0,0,70,Chayden,Peery,1,6,6,94,0,0,0,0,0,0,0,40,86,0,40,1039,2227,31,2227,0,0,69,0,85,0,18,0,1,54,45,50,0,0,58,1,1,86,18,85,1,50,40,38,0,1,21,56,56,0,49,2,0,0,0,0,9,5,0,0,16,1,0,0,1,1,1,84,85,69,0,56,56,0,0,0,0,40,0,9,59,67,71,71,9,3,51,49,4,0,69,2,0,95,40,5,8,52,8,8,75,8,67,50,8,68,8,8,0,56,40,40,50,56,50,56,56,44,0,1,0,0,0
7,7,7,0,7,7,0,0,69,David,Shanahan,1,7,7,70,0,0,0,0,0,0,0,70,72,0,40,2350,2228,31,2228,0,0,60,0,5,0,29,0,0,50,16,30,0,0,50,1,1,72,34,70,0,50,30,30,0,0,33,50,50,0,30,0,0,0,0,0,0,5,0,0,43,1,0,0,1,1,1,69,84,60,0,50,50,0,0,0,0,78,0,0,50,62,74,74,0,0,17,20,2,0,50,1,20,60,40,11,3,50,3,3,74,3,30,50,3,50,3,3,0,50,40,40,30,62,30,62,50,19,0,1,0,0,0
7,7,7,3,7,7,10,10,40,Malachi,Carter,1,7,7,92,0,0,0,0,0,0,0,30,92,0,40,2306,2229,31,2229,0,0,91,0,216,0,56,0,0,79,35,50,0,0,79,1,1,92,24,81,0,50,50,58,0,0,21,60,62,0,54,0,0,0,0,0,6,5,0,0,7,1,0,0,1,1,2,40,93,86,0,60,68,0,0,0,0,30,0,0,79,61,83,83,14,0,43,36,3,0,64,3,3,91,40,4,4,79,4,4,75,4,35,50,4,91,4,4,0,64,40,40,50,82,50,82,82,39,0,0,0,0,0
6,6,6,2,6,6,10,10,55,Demetrius,Knight II,1,6,6,84,0,0,0,0,0,0,0,30,89,0,72,2366,2230,31,2230,0,0,77,0,235,0,41,0,0,59,55,72,0,0,60,2,2,89,10,82,1,74,49,59,0,0,21,59,69,0,59,0,15,15,0,0,0,5,0,0,17,0,0,0,1,1,1,59,82,80,0,59,69,0,0,0,0,30,0,0,59,72,74,74,0,0,50,53,4,3,66,5,15,86,69,6,8,59,8,8,74,8,64,69,8,70,8,8,0,59,69,69,79,69,69,69,79,53,0,1,0,0,0
4,7,6,3,3,7,10,10,40,Ryan,Johnson,1,7,7,70,0,0,0,0,0,0,0,25,83,0,61,10600,2231,31,2231,0,0,58,2,87,0,52,0,1,50,44,53,1,1,50,2,2,83,4,61,0,52,88,87,0,0,20,50,50,0,88,0,0,0,1,0,12,5,0,0,70,1,0,0,2,2,1,40,91,66,0,50,50,0,0,0,1,30,0,12,50,89,86,86,11,11,56,42,5,0,52,3,8,62,61,16,18,50,18,18,78,18,147,41,18,56,18,18,0,50,60,62,47,75,47,75,73,44,0,0,0,0,0
1,7,7,3,1,7,10,10,40,Kenny,Cooper,1,7,7,70,0,0,0,0,0,0,0,30,69,0,40,2391,2232,31,2232,0,0,50,2,45,0,28,0,0,40,75,50,1,1,40,2,2,69,20,58,0,50,85,83,0,0,20,50,50,0,85,2,0,0,1,0,9,5,0,0,55,1,0,0,2,2,1,40,82,60,0,50,50,0,0,0,1,30,0,9,30,84,78,78,0,0,77,70,4,0,30,1,6,57,30,16,20,40,20,20,75,20,165,50,20,57,20,20,0,50,30,40,50,59,50,59,59,68,0,0,0,0,0
7,7,7,0,7,7,10,10,40,Jalen,Huff,1,7,7,90,0,0,0,0,0,0,0,40,91,0,76,2306,2233,31,2233,0,0,84,2,156,0,26,0,1,60,35,68,0,0,65,1,1,91,10,80,1,63,39,49,0,0,17,57,57,0,49,0,0,0,0,0,12,5,0,0,21,1,0,0,1,1,1,40,78,86,0,58,67,0,0,0,0,40,0,6,51,66,75,75,0,0,44,48,2,0,50,3,17,92,75,3,3,60,3,3,71,3,29,60,3,94,3,3,0,69,74,75,63,87,60,87,87,45,0,1,0,0,0
6,6,6,3,6,6,10,10,39,Jordan,Mason,1,6,6,85,0,0,0,0,0,0,0,39,91,0,35,10569,2234,31,2234,0,0,86,2,222,0,43,0,1,62,67,50,0,0,64,2,2,91,7,81,1,49,68,63,0,0,21,71,79,0,64,0,0,0,0,0,0,5,0,0,27,1,0,0,1,1,1,39,74,75,0,84,71,0,0,0,0,36,0,0,62,71,84,84,0,0,60,62,3,3,65,2,1,86,37,6,7,62,7,7,73,7,58,49,7,86,7,7,0,81,39,40,50,81,49,81,84,72,0,0,0,0,0
3,7,7,0,7,7,10,10,30,Makius,Scott,1,7,7,70,0,0,0,0,0,0,0,30,83,0,77,2377,2235,31,2235,0,0,59,2,147,0,25,0,0,40,32,77,1,1,40,2,2,83,0,76,0,63,50,50,0,0,17,50,50,0,50,0,0,0,0,0,0,5,0,0,90,0,0,0,1,1,1,30,78,69,0,50,50,0,0,0,0,30,0,0,30,85,77,77,0,0,50,27,5,3,30,3,12,56,40,14,17,40,17,17,76,17,140,85,17,53,17,17,0,50,40,50,73,73,85,73,73,27,0,0,0,0,0
6,6,6,3,6,6,10,10,41,Charlie,Thomas,1,6,6,83,0,0,0,0,0,0,0,40,88,0,84,2375,2236,31,2236,0,0,76,0,242,0,40,0,0,61,32,84,0,0,65,1,1,88,0,83,1,84,45,55,0,0,17,59,60,0,55,4,0,0,0,0,0,5,0,0,25,0,0,0,1,1,1,40,56,72,0,60,69,0,0,0,0,40,0,0,56,76,84,84,0,0,35,32,5,0,60,1,13,81,76,6,5,61,5,5,74,5,47,74,5,80,5,5,0,66,73,76,77,80,74,80,76,35,0,1,0,0,0
6,6,6,2,6,6,10,10,40,Dylan,Leonard,1,6,6,85,0,0,0,0,0,0,0,30,83,0,40,2329,2237,31,2237,0,0,77,0,1,0,49,0,1,63,44,50,0,0,69,1,1,83,0,83,1,50,71,73,0,0,17,60,63,0,73,0,0,0,0,0,0,5,0,0,80,2,0,0,1,1,2,40,80,74,0,56,64,0,0,0,0,30,0,0,69,73,73,73,14,14,44,46,4,0,73,1,4,85,40,6,10,63,10,10,77,10,86,50,10,65,10,10,0,63,40,40,50,68,50,68,67,44,0,1,0,0,0
8,8,8,2,8,8,10,10,36,Zamari,Walton,1,8,8,90,0,0,0,0,0,0,0,30,92,0,86,2121,2238,31,2238,0,0,88,2,183,0,65,0,0,61,40,74,0,0,68,1,1,92,0,79,1,78,45,55,0,0,21,57,62,0,55,0,0,0,0,0,6,5,0,0,7,2,0,0,1,1,1,40,40,82,0,58,62,0,1,0,0,30,0,0,54,64,86,86,0,14,40,40,2,0,50,0,16,88,90,3,3,62,3,3,75,3,30,70,3,83,3,3,0,62,90,92,78,78,70,78,82,40,0,1,0,0,0
7,7,7,2,4,7,10,10,40,Nick,Mardner,1,7,7,92,0,0,0,0,0,0,0,30,87,0,40,12811,2240,32,2240,0,0,83,2,123,0,87,0,1,84,31,50,0,0,84,2,2,87,7,84,1,50,48,58,0,0,17,67,67,0,58,2,8,0,0,0,0,5,0,0,84,0,0,0,1,1,2,40,84,80,0,68,77,0,0,0,0,30,0,0,84,67,84,84,2,2,39,44,5,0,84,3,3,71,40,3,3,84,3,3,78,3,30,50,3,81,3,3,0,67,40,40,50,77,50,77,77,36,0,1,0,0,0
2,8,7,3,5,7,10,10,40,Pita,Tonga,1,7,7,70,0,0,0,0,0,0,0,30,84,0,50,11048,2241,32,2241,0,0,68,2,116,0,71,0,0,40,76,69,0,0,40,2,2,84,0,76,0,69,50,50,0,0,21,50,50,0,50,0,0,0,0,3,4,5,0,0,49,0,0,0,1,1,2,40,76,60,0,50,50,0,0,0,0,30,3,0,30,87,76,76,0,4,89,74,4,0,30,5,12,67,50,15,15,40,15,15,74,15,125,87,15,50,15,15,0,50,50,50,74,74,87,74,50,74,0,0,0,0,0
6,6,6,2,5,6,10,10,40,Hugh,Nelson II,1,6,6,86,0,0,0,0,0,0,0,30,90,0,76,2312,2242,32,2242,0,0,80,2,168,0,59,0,1,63,19,74,0,0,65,1,1,90,0,87,1,70,51,61,0,0,21,70,70,0,61,0,0,0,0,0,0,5,0,0,3,2,0,0,1,1,2,40,76,82,0,66,80,0,0,0,0,30,0,0,50,70,76,76,10,10,40,39,5,3,50,1,18,79,76,5,5,63,5,5,74,5,45,80,5,80,5,5,0,69,76,76,80,80,70,80,80,37,0,1,0,0,0
3,7,4,0,5,6,10,10,40,Zhen,Sotelo,1,6,6,70,0,0,0,0,0,0,0,30,82,0,50,2587,2243,32,2243,0,0,64,0,143,0,40,0,1,40,43,69,0,0,40,1,1,82,7,54,0,69,76,76,0,0,21,50,50,0,76,0,0,0,1,3,0,5,0,0,76,1,0,0,1,1,1,40,84,60,0,50,50,0,0,0,1,30,3,0,30,81,69,69,5,5,45,42,2,0,30,5,8,54,40,13,13,40,13,13,76,13,110,71,13,50,13,13,0,50,40,40,72,72,71,72,50,41,0,0,0,0,0
6,6,6,2,5,6,10,10,40,Zach,Ritner,1,6,6,79,0,0,0,0,0,0,0,30,91,0,50,1234,2244,32,2244,0,0,64,2,6,0,46,0,1,50,25,70,0,0,50,1,1,91,18,89,1,70,50,50,0,0,21,50,50,0,50,0,0,0,0,0,0,5,0,0,97,0,0,0,1,1,2,40,74,77,0,50,50,0,0,0,0,30,0,0,50,78,64,64,4,4,49,25,3,0,50,5,13,63,63,10,10,50,10,10,75,10,80,78,10,50,10,10,0,50,63,65,80,81,78,81,50,27,0,0,0,0,0
8,8,8,1,6,8,10,10,40,Von,Killins,1,8,8,90,0,0,0,0,0,0,0,30,93,0,50,2169,2245,32,2245,0,0,86,2,210,0,54,0,1,63,44,68,0,0,65,1,1,93,0,81,1,66,45,55,0,0,21,65,65,0,55,2,0,0,0,0,0,5,0,0,14,2,0,0,1,1,2,40,74,79,0,66,75,0,0,0,0,30,0,0,50,65,65,65,5,5,40,42,3,3,50,1,16,85,70,1,1,63,1,1,72,1,15,65,1,86,1,1,0,69,70,70,57,83,65,83,83,48,0,1,0,0,0
8,8,8,3,7,8,10,10,40,Cortez,Davis,1,8,8,90,0,0,0,0,0,0,0,30,91,0,88,2306,2246,32,2246,0,0,87,2,209,0,57,0,0,67,31,69,0,0,69,1,1,91,0,84,1,88,46,56,0,0,40,65,65,0,56,0,0,0,0,0,2,5,0,0,18,2,0,0,1,1,2,40,72,74,0,66,75,0,0,0,0,30,0,0,65,65,88,88,0,10,37,27,3,0,65,6,16,87,94,2,2,67,2,2,71,2,20,75,2,87,2,2,0,69,94,95,81,81,65,81,81,38,0,1,0,0,0
6,6,6,3,5,6,10,10,40,Eugene,Ford,1,6,6,86,0,0,0,0,0,0,0,30,90,0,82,1084,2247,32,2247,0,0,82,2,184,0,65,0,1,76,38,75,0,0,78,1,1,90,0,89,1,78,52,62,0,0,15,73,73,0,62,0,0,0,0,0,0,5,106,0,8,2,0,0,1,1,2,40,70,82,0,66,83,0,0,0,0,30,0,2,50,73,82,82,5,0,40,44,3,3,65,1,18,82,77,6,6,76,6,6,74,6,50,83,6,82,6,6,0,69,77,77,80,80,73,80,80,51,0,1,0,0,0
7,7,7,1,7,7,10,10,40,Dae Dae,Hunter,1,7,7,93,0,0,0,0,0,0,0,30,92,0,50,529,2248,32,2248,0,0,84,0,235,0,36,0,0,70,70,69,0,0,72,2,2,92,10,88,1,66,60,58,0,0,21,72,76,0,60,0,0,0,0,0,0,5,27,0,10,1,0,0,2,2,2,40,84,75,0,84,78,0,0,0,0,30,0,0,70,68,84,84,10,10,63,69,5,0,69,2,1,74,75,5,5,70,5,5,70,5,40,78,5,84,5,5,0,84,75,75,82,84,68,84,84,69,0,1,0,0,0
2,8,7,3,5,7,10,10,40,Ilm,Manning,1,7,7,70,0,0,0,0,0,0,0,30,84,0,50,514,2249,32,2249,0,0,66,0,222,0,68,0,0,40,32,69,0,0,40,2,2,84,10,58,0,69,85,85,0,0,21,50,50,0,85,0,0,0,1,3,0,5,10,0,75,1,0,0,1,1,1,40,86,60,0,50,50,0,0,0,1,30,3,0,30,86,83,83,11,11,22,29,2,0,30,5,5,56,50,15,15,40,15,15,76,15,120,76,15,50,15,15,0,50,50,50,74,74,76,74,50,31,0,0,0,0,0
3,7,4,3,5,6,10,10,40,Zacchaeus,McKinney,1,6,6,70,0,0,0,0,0,0,0,30,85,0,50,10875,2250,32,2250,0,0,64,2,177,0,54,0,1,40,44,67,0,0,40,2,2,85,0,75,0,67,50,50,0,0,21,50,50,0,50,0,0,0,0,3,0,5,0,0,7,0,0,0,2,2,2,40,50,60,0,50,50,0,0,0,0,30,3,0,30,85,73,73,10,10,78,42,4,0,30,3,12,62,25,13,13,40,13,13,76,13,110,85,13,50,13,13,0,50,22,25,73,75,85,75,50,42,0,0,0,0,0
6,6,6,1,5,6,10,10,40,Solo,Turner,1,6,6,85,0,0,0,0,0,0,0,30,83,0,50,10798,2251,32,2251,0,0,83,2,200,0,55,0,0,64,67,69,0,0,65,2,2,83,6,81,1,69,59,63,0,0,21,79,79,0,63,0,0,0,0,0,0,5,0,0,36,2,0,0,2,2,2,40,78,72,0,75,89,0,0,0,0,30,0,0,65,79,69,69,5,5,68,61,1,0,65,2,2,73,69,5,5,64,5,5,74,5,45,89,5,83,5,5,0,75,69,69,73,73,79,73,73,61,0,0,0,0,0
7,7,7,2,5,7,0,0,78,Chevan,Cordeiro,1,7,7,94,0,0,0,0,0,0,0,30,93,0,40,2585,2252,32,2252,0,0,75,2,134,0,39,0,0,50,32,40,0,0,50,1,1,93,2,88,0,40,40,40,0,1,40,50,50,0,40,0,0,0,0,0,8,5,0,0,12,2,0,0,1,1,2,84,82,77,0,68,77,0,0,0,0,30,0,8,50,67,82,82,2,2,39,22,5,0,50,3,0,65,40,2,3,50,3,3,73,3,30,40,3,75,3,3,0,69,40,40,40,83,40,83,83,42,0,1,0,0,0
6,6,6,2,5,6,10,10,40,Isaiah,Tufaga,1,6,6,78,0,0,0,0,0,0,0,30,87,0,80,2585,2253,32,2253,0,0,70,2,152,0,50,0,0,67,52,74,0,0,69,2,2,87,39,87,1,84,50,50,0,0,15,50,50,0,50,0,0,0,0,0,0,5,0,0,17,0,0,0,1,1,2,40,68,74,0,50,50,0,0,0,0,30,0,0,50,74,80,80,4,4,40,46,4,3,50,2,14,70,70,8,8,67,8,8,73,8,65,84,8,50,8,8,0,50,70,72,77,77,74,77,50,52,0,1,0,0,0
6,6,6,2,5,6,10,10,40,Darius,Muasau,1,6,6,78,0,0,0,0,0,0,0,30,87,0,86,2576,2254,32,2254,0,0,75,0,153,0,46,0,0,67,41,78,0,0,69,2,2,87,2,87,1,87,50,50,0,0,15,50,50,0,50,0,0,0,0,0,0,5,106,0,53,0,0,0,1,1,1,40,78,75,0,50,50,0,0,0,0,30,0,2,50,75,86,86,5,0,41,42,5,3,50,2,14,75,73,8,8,67,8,8,73,8,70,85,8,50,8,8,0,50,73,75,77,77,75,77,50,43,0,1,0,0,0
7,7,7,3,5,7,10,10,40,Logan,Taylor,1,7,7,78,0,0,0,0,0,0,0,30,89,0,50,1066,2255,32,2255,0,0,76,0,45,0,55,0,0,50,40,72,0,0,59,1,1,89,2,85,1,72,50,50,0,0,17,50,50,0,50,0,0,0,0,0,2,5,106,0,16,0,0,0,1,1,2,40,85,75,0,50,50,0,0,0,0,30,0,0,50,74,67,67,0,5,46,40,3,3,50,1,14,74,72,5,5,50,5,5,73,5,40,74,5,50,5,5,0,50,72,74,78,79,74,79,50,41,0,1,0,0,0
6,6,6,2,8,6,10,10,40,Dedrick,Parson,1,6,6,93,0,0,0,0,0,0,0,30,93,0,40,9583,2256,32,2256,0,0,85,0,201,0,39,0,0,64,29,50,0,0,65,2,2,93,32,89,1,50,61,59,0,0,21,69,63,0,61,2,0,0,0,0,0,5,0,0,31,2,0,0,1,1,2,40,78,75,0,81,79,0,0,0,0,30,0,0,65,69,76,76,10,10,56,35,5,0,65,2,1,75,40,5,5,64,5,5,68,5,45,50,5,85,5,5,0,76,40,40,50,83,50,83,83,35,0,1,0,0,0
7,7,7,3,7,7,10,10,40,Khoury,Bethley,1,7,7,86,0,0,0,0,0,0,0,30,90,0,85,1187,2257,32,2257,0,0,77,0,165,0,37,0,0,73,15,78,0,0,75,2,2,90,16,87,1,87,60,58,0,0,15,73,73,0,60,0,0,0,0,0,0,5,106,0,5,2,0,0,1,1,2,40,76,72,0,75,83,0,0,0,0,30,0,1,50,73,85,85,4,0,51,16,1,3,65,1,18,77,80,5,5,73,5,5,70,5,40,83,5,77,5,5,0,75,80,81,80,80,73,80,80,24,0,1,0,0,0
